1753,1,-2.129
1753,2,-0.974
1753,3,1.322
1753,4,-0.292
1753,5,0.825
1753,6,2.469
1753,7,1.089
1753,8,-0.259
1753,9,-0.346
1753,10,-0.414
1753,11,-0.928
1753,12,-1.095
1754,1,-1.261
1754,2,-3.160
1754,3,-1.486
1754,4,2.252
1754,5,0.898
1754,6,1.390
1754,7,0.250
1754,8,0.446
1754,9,-0.715
1754,10,0.733
1754,11,0.873
1754,12,0.315
1755,1,-2.943
1755,2,-2.090
1755,3,-0.409
1755,4,2.404
1755,5,0.751
1755,6,2.676
1755,7,0.240
1755,8,-0.665
1755,9,-0.686
1755,10,-1.019
1755,11,-0.047
1755,12,-1.385
1756,1,0.931
1756,2,2.558
1756,3,-0.060
1756,4,1.180
1756,5,1.502
1756,6,1.689
1756,7,-0.092
1756,8,-0.479
1756,9,0.344
1756,10,-1.904
1756,11,-1.939
1756,12,-2.638
1757,1,-3.395
1757,2,0.354
1757,3,-0.242
1757,4,0.000
1757,5,1.735
1757,6,3.443
1757,7,3.257
1757,8,0.973
1757,9,0.746
1757,10,-3.041
1757,11,-1.610
1757,12,-2.616
1758,1,-4.311
1758,2,-0.994
1758,3,-0.118
1758,4,-0.814
1758,5,-0.915
1758,6,0.569
1758,7,-1.144
1758,8,-1.612
1758,9,-2.356
1758,10,-4.161
1758,11,-0.299
1758,12,-0.489
1759,1,1.232
1759,2,1.077
1759,3,-0.158
1759,4,-1.026
1759,5,-0.179
1759,6,0.268
1759,7,-0.275
1759,8,0.724
1759,9,0.677
1759,10,-0.172
1759,11,-2.375
1759,12,-3.282
1760,1,-2.470
1760,2,-0.540
1760,3,-2.256
1760,4,0.797
1760,5,-0.636
1760,6,-0.832
1760,7,-0.848
1760,8,-0.018
1760,9,-0.402
1760,10,-1.521
1760,11,-0.754
1760,12,-0.652
1761,1,-2.787
1761,2,0.780
1761,3,1.326
1761,4,-1.163
1761,5,1.649
1761,6,2.435
1761,7,4.024
1761,8,0.777
1761,9,-0.050
1761,10,-1.209
1761,11,-1.541
1761,12,-4.056
1762,1,2.655
1762,2,1.139
1762,3,-1.551
1762,4,1.374
1762,5,0.227
1762,6,0.750
1762,7,1.574
1762,8,-0.095
1762,9,-1.189
1762,10,-2.393
1762,11,-0.495
1762,12,-2.491
1763,1,-2.334
1763,2,0.068
1763,3,-2.191
1763,4,-0.043
1763,5,-1.367
1763,6,-0.494
1763,7,1.081
1763,8,0.454
1763,9,-1.060
1763,10,-3.284
1763,11,-1.312
1763,12,0.495
1764,1,0.077
1764,2,2.164
1764,3,-0.466
1764,4,-0.960
1764,5,0.064
1764,6,0.081
1764,7,-1.689
1764,8,-0.930
1764,9,-0.939
1764,10,-0.360
1764,11,0.162
1764,12,2.277
1765,1,2.147
1765,2,0.020
1765,3,1.160
1765,4,0.566
1765,5,0.416
1765,6,-0.793
1765,7,-0.655
1765,8,-0.243
1765,9,-0.258
1765,10,-0.918
1765,11,-0.356
1765,12,-1.107
1766,1,-4.280
1766,2,0.311
1766,3,-0.050
1766,4,0.112
1766,5,-0.191
1766,6,0.650
1766,7,-1.056
1766,8,1.168
1766,9,0.889
1766,10,-0.273
1766,11,1.927
1766,12,-0.492
1767,1,-2.644
1767,2,1.646
1767,3,1.419
1767,4,-1.076
1767,5,-0.523
1767,6,0.721
1767,7,-0.506
1767,8,0.961
1767,9,-0.163
1767,10,-0.148
1767,11,2.032
1767,12,-1.330
1768,1,-3.164
1768,2,-0.825
1768,3,-2.296
1768,4,0.151
1768,5,-0.989
1768,6,-0.639
1768,7,-0.492
1768,8,-0.352
1768,9,-0.737
1768,10,-0.643
1768,11,-0.024
1768,12,-0.257
1769,1,-0.223
1769,2,-0.553
1769,3,-0.896
1769,4,0.705
1769,5,1.595
1769,6,1.543
1769,7,0.225
1769,8,0.608
1769,9,-0.489
1769,10,-3.451
1769,11,-0.716
1769,12,-1.703
1770,1,-0.592
1770,2,0.888
1770,3,-1.983
1770,4,0.842
1770,5,-0.876
1770,6,-0.540
1770,7,-2.620
1770,8,-0.815
1770,9,-0.245
1770,10,-1.166
1770,11,0.847
1770,12,1.159
1771,1,2.301
1771,2,-1.561
1771,3,-0.764
1771,4,-2.064
1771,5,-0.634
1771,6,0.365
1771,7,0.426
1771,8,1.364
1771,9,-0.226
1771,10,0.795
1771,11,-0.374
1771,12,0.988
1772,1,-1.145
1772,2,-0.328
1772,3,-0.303
1772,4,1.060
1772,5,-0.858
1772,6,0.886
1772,7,0.605
1772,8,1.292
1772,9,-0.559
1772,10,0.775
1772,11,1.989
1772,12,2.542
1773,1,-2.021
1773,2,-1.791
1773,3,-0.612
1773,4,0.828
1773,5,0.275
1773,6,-0.107
1773,7,-0.289
1773,8,0.231
1773,9,0.474
1773,10,-0.332
1773,11,-1.622
1773,12,1.265
1774,1,-1.528
1774,2,1.340
1774,3,0.956
1774,4,1.695
1774,5,3.427
1774,6,1.752
1774,7,1.600
1774,8,1.658
1774,9,-0.637
1774,10,-1.301
1774,11,-1.738
1774,12,-2.468
1775,1,1.699
1775,2,2.918
1775,3,1.900
1775,4,0.461
1775,5,0.339
1775,6,-0.554
1775,7,0.344
1775,8,0.168
1775,9,-1.127
1775,10,-0.062
1775,11,1.518
1775,12,-1.620
1776,1,-2.301
1776,2,1.292
1776,3,0.371
1776,4,0.123
1776,5,-0.677
1776,6,0.991
1776,7,-0.083
1776,8,1.153
1776,9,-1.765
1776,10,-0.656
1776,11,-0.275
1776,12,1.061
1777,1,1.701
1777,2,0.661
1777,3,1.279
1777,4,-1.302
1777,5,-0.467
1777,6,-0.832
1777,7,-1.397
1777,8,-0.024
1777,9,-0.099
1777,10,-1.156
1777,11,0.034
1777,12,-0.995
1778,1,0.004
1778,2,1.708
1778,3,-0.716
1778,4,2.047
1778,5,0.405
1778,6,-0.733
1778,7,1.116
1778,8,-0.121
1778,9,0.115
