1743,11,-1.131
1743,12,NaN
1744,1,NaN
1744,2,NaN
1744,3,NaN
1744,4,1.926
1744,5,-1.115
1744,6,-0.235
1744,7,-0.430
1744,8,NaN
1744,9,-1.273
1744,10,-2.177
1744,11,-0.459
1744,12,-0.813
1745,1,-1.136
1745,2,-0.693
1745,3,-1.775
1745,4,-0.626
1745,5,NaN
1745,6,NaN
1745,7,NaN
1745,8,NaN
1745,9,NaN
1745,10,NaN
1745,11,NaN
1745,12,NaN
1746,1,NaN
1746,2,NaN
1746,3,NaN
1746,4,NaN
1746,5,NaN
1746,6,NaN
1746,7,NaN
1746,8,NaN
1746,9,NaN
1746,10,NaN
1746,11,NaN
1746,12,NaN
1747,1,NaN
1747,2,NaN
1747,3,NaN
1747,4,NaN
1747,5,NaN
1747,6,NaN
1747,7,NaN
1747,8,NaN
1747,9,NaN
1747,10,NaN
1747,11,NaN
1747,12,NaN
1748,1,NaN
1748,2,NaN
1748,3,NaN
1748,4,NaN
1748,5,NaN
1748,6,NaN
1748,7,NaN
1748,8,NaN
1748,9,NaN
1748,10,NaN
1748,11,NaN
1748,12,NaN
1749,1,NaN
1749,2,NaN
1749,3,NaN
1749,4,NaN
1749,5,NaN
1749,6,NaN
1749,7,NaN
1749,8,NaN
1749,9,NaN
1749,10,NaN
1749,11,NaN
1749,12,NaN
1750,1,0.421
1750,2,0.425
1750,3,0.526
1750,4,-0.109
1750,5,0.063
1750,6,-0.335
1750,7,1.623
1750,8,0.710
1750,9,-0.889
1750,10,-3.027
1750,11,NaN
1750,12,-1.619
1751,1,-0.306
1751,2,-2.176
1751,3,0.934
1751,4,-0.501
1751,5,NaN
1751,6,0.531
1751,7,0.628
1751,8,0.351
1751,9,-1.567
1751,10,NaN
1751,11,NaN
1751,12,NaN
1752,1,-2.624
1752,2,NaN
1752,3,1.123
1752,4,-0.638
1752,5,NaN
1752,6,NaN
1752,7,NaN
1752,8,NaN
1752,9,NaN
1752,10,-1.601
1752,11,0.899
1752,12,0.536
1753,1,-0.938
1753,2,-1.543
1753,3,1.172
1753,4,-0.356
1753,5,0.823
1753,6,1.433
1753,7,0.600
1753,8,-0.139
1753,9,-0.517
1753,10,-0.341
1753,11,-0.906
1753,12,-3.490
1754,1,-1.123
1754,2,-3.504
1754,3,-0.757
1754,4,3.298
1754,5,0.818
1754,6,1.223
1754,7,0.306
1754,8,-0.522
1754,9,-1.156
1754,10,0.416
1754,11,0.139
1754,12,0.256
1755,1,-1.827
1755,2,-2.256
1755,3,-0.731
1755,4,0.918
1755,5,1.362
1755,6,2.129
1755,7,0.501
1755,8,-0.777
1755,9,-0.607
1755,10,-0.957
1755,11,-0.186
1755,12,-1.995
1756,1,1.144
1756,2,3.259
1756,3,-0.068
1756,4,1.871
1756,5,2.182
1756,6,1.482
1756,7,0.004
1756,8,-0.910
1756,9,0.216
1756,10,-1.806
1756,11,-1.958
1756,12,-2.606
1757,1,-2.926
1757,2,1.343
1757,3,0.107
1757,4,-0.017
1757,5,1.624
1757,6,3.940
1757,7,3.498
1757,8,1.000
1757,9,1.730
1757,10,-3.034
1757,11,-2.070
1757,12,-3.390
1758,1,-4.526
1758,2,-1.590
1758,3,-0.817
1758,4,-1.210
1758,5,-1.721
1758,6,-0.067
1758,7,-0.336
1758,8,-2.288
1758,9,-2.490
1758,10,-5.052
1758,11,-0.273
1758,12,-1.188
1759,1,1.883
1759,2,1.237
1759,3,-0.231
1759,4,-2.176
1759,5,-1.078
1759,6,0.196
1759,7,-1.597
1759,8,0.708
1759,9,0.248
1759,10,-1.114
1759,11,-2.156
1759,12,-4.920
1760,1,-3.481
1760,2,-0.528
1760,3,-2.803
1760,4,-1.028
1760,5,-1.038
1760,6,-1.678
1760,7,-1.567
1760,8,-0.079
1760,9,-0.618
1760,10,-2.235
1760,11,-1.252
1760,12,-2.004
1761,1,-2.545
1761,2,0.015
1761,3,1.242
1761,4,-1.629
1761,5,1.799
1761,6,3.460
1761,7,4.867
1761,8,0.408
1761,9,-0.066
1761,10,-1.454
1761,11,-1.654
1761,12,-5.089
1762,1,3.543
1762,2,1.801
1762,3,-1.212
1762,4,0.326
1762,5,-0.793
1762,6,0.633
1762,7,0.609
1762,8,-0.653
1762,9,-1.654
1762,10,-3.002
1762,11,0.029
1762,12,-1.464
1763,1,-1.621
1763,2,-1.658
1763,3,-3.126
1763,4,-0.912
1763,5,-0.991
1763,6,-1.042
1763,7,1.991
1763,8,-0.274
1763,9,-1.124
1763,10,-3.814
1763,11,-1.743
1763,12,-0.119
1764,1,-0.579
1764,2,2.871
1764,3,0.320
1764,4,-1.158
1764,5,-0.862
1764,6,-1.552
1764,7,-1.785
1764,8,-1.124
1764,9,-1.029
1764,10,0.733
1764,11,0.249
1764,12,2.485
1765,1,1.460
1765,2,0.426
1765,3,1.375
1765,4,0.758
1765,5,-0.177
1765,6,-2.396
1765,7,-0.693
1765,8,-0.472
1765,9,-0.665
1765,10,-1.340
1765,11,0.204
1765,12,-0.371
1766,1,-2.986
1766,2,1.331
1766,3,0.460
1766,4,-0.112
1766,5,0.022
1766,6,0.303
1766,7,-0.730
1766,8,0.316
1766,9,0.629
1766,10,-0.781
1766,11,2.003
1766,12,-0.593
1767,1,-2.695
1767,2,0.220
1767,3,1.390
1767,4,-1.772
1767,5,-0.825
1767,6,0.803
1767,7,-0.823
1767,8,1.102
1767,9,-0.113
1767,10,-0.223
1767,11,2.301
1767,12,-1.545
1768,1,-4.039
1768,2,-2.346
1768,3,-3.025
1768,4,-1.267
1768,5,-1.924
1768,6,-0.932
1768,7,-0.446
1768,8,-1.029
1768,9,-0.693
1768,10,-1.414
1768,11,-0.905
1768,12,-0.369
1769,1,-0.165
1769,2,-1.038
1769,3,-0.798
1769,4,0.759
1769,5,1.960
1769,6,2.152
1769,7,0.633
1769,8,0.366
1769,9,-0.339
1769,10,-3.702
1769,11,-2.463
1769,12,-3.200
1770,1,-0.353
1770,2,0.750
1770,3,-3.733
1770,4,1.575
1770,5,-0.772
1770,6,-0.998
1770,7,-2.439
1770,8,-1.730
1770,9,-0.650
1770,10,-0.546
1770,11,0.337
1770,12,1.468
1771,1,2.968
1771,2,-3.322
1771,3,-2.162
1771,4,-2.394
1771,5,-1.276
1771,6,1.004
1771,7,-0.273
1771,8,0.978
1771,9,-0.055
1771,10,0.962
1771,11,-0.478
1771,12,0.046
1772,1,-0.967
1772,2,-2.109
1772,3,-2.086
1772,4,0.833
1772,5,-1.297
1772,6,-0.647
1772,7,0.498
1772,8,0.678
1772,9,-1.118
1772,10,0.453
1772,11,2.439
1772,12,3.017
1773,1,-2.889
1773,2,-1.653
1773,3,-0.679
1773,4,1.349
1773,5,1.678
1773,6,-0.375
1773,7,0.233
1773,8,0.128
1773,9,0.827
1773,10,0.142
1773,11,-1.941
1773,12,1.972
1774,1,-2.687
1774,2,1.375
1774,3,0.269
1774,4,2.126
1774,5,5.101
1774,6,2.093
1774,7,2.362
1774,8,0.701
1774,9,-0.607
1774,10,-0.706
1774,11,-2.834
1774,12,-2.842
1775,1,1.792
1775,2,2.915
1775,3,2.317
1775,4,-0.544
1775,5,0.150
1775,6,-1.187
1775,7,0.346
1775,8,0.668
1775,9,-0.883
1775,10,0.931
1775,11,2.488
1775,12,-1.668
1776,1,-2.993
1776,2,1.439
1776,3,-0.873
1776,4,-0.977
1776,5,-0.872
1776,6,0.974
1776,7,-0.341
1776,8,1.047
1776,9,-1.431
1776,10,-1.332
1776,11,-0.352
1776,12,1.205
1777,1,3.534
1777,2,1.253
1777,3,-0.195
1777,4,-2.437
1777,5,0.021
1777,6,-1.227
1777,7,-1.946
1777,8,-1.159
1777,9,-0.901
1777,10,-2.519
1777,11,-0.530
1777,12,-0.151
1778,1,0.385
1778,2,2.370
1778,3,-1.242
1778,4,2.147
1778,5,-0.031
1778,6,-1.813
1778,7,0.496
1778,8,-1.205
1778,9,1.069
1778,10,-1.592
1778,11,-2.169
1778,12,-1.423
1779,1,-1.787
1779,2,1.302
1779,3,1.079
1779,4,1.085
1779,5,2.588
1779,6,-1.213
1779,7,-1.092
1779,8,-0.411
1779,9,0.193
1779,10,-0.368
1779,11,-0.226
1779,12,-0.985
1780,1,-0.557
1780,2,0.623
1780,3,0.267
1780,4,5.033
1780,5,4.287
1780,6,1.303
1780,7,1.629
1780,8,-1.024
1780,9,-2.964
1780,10,-0.095
1780,11,0.698
1780,12,-1.361
1781,1,-0.000
1781,2,-0.920
1781,3,-0.344
1781,4,-1.551
1781,5,0.114
1781,6,-1.339
1781,7,0.257
1781,8,0.468
1781,9,-1.618
1781,10,-0.634
1781,11,1.693
1781,12,-0.193
1782,1,-2.081
1782,2,-2.819
1782,3,-2.645
1782,4,0.265
1782,5,-0.172
1782,6,0.563
1782,7,-0.198
1782,8,1.781
1782,9,0.410
1782,10,-0.171
1782,11,-0.849
1782,12,-2.452
1783,1,-4.030
1783,2,2.284
1783,3,-0.491
1783,4,-0.071
1783,5,1.067
1783,6,1.234
1783,7,-1.261
1783,8,0.127
1783,9,-1.906
1783,10,-1.786
1783,11,-3.587
1783,12,-1.312
1784,1,0.196
1784,2,-2.176
1784,3,-1.336
1784,4,-0.278
1784,5,-0.999
1784,6,-0.408
1784,7,0.637
1784,8,2.179
1784,9,-1.048
1784,10,-2.028
1784,11,-0.481
1784,12,-0.901
1785,1,-0.912
1785,2,-1.438
1785,3,-4.412
1785,4,-1.428
1785,5,-0.938
1785,6,1.129
1785,7,0.343
1785,8,0.685
1785,9,-1.516
1785,10,-2.353
1785,11,0.181
1785,12,-1.663
1786,1,-2.303
1786,2,-0.590
1786,3,0.464
1786,4,0.307
1786,5,0.213
1786,6,0.053
1786,7,1.065
1786,8,1.169
1786,9,1.308
1786,10,-1.475
1786,11,-1.922
1786,12,-3.576
1787,1,1.184
1787,2,-0.129
1787,3,0.153
1787,4,-0.854
1787,5,0.247
1787,6,0.752
1787,7,-0.707
1787,8,-0.038
1787,9,-1.575
1787,10,-1.340
1787,11,-0.051
1787,12,-1.609
1788,1,-1.694
1788,2,0.528
1788,3,0.149
1788,4,0.265
1788,5,-0.618
1788,6,0.843
1788,7,2.443
1788,8,0.270
1788,9,-0.012
1788,10,0.183
1788,11,0.258
1788,12,-4.367
1789,1,0.801
1789,2,-1.085
